2023
3.25 , 40, 1805
7.5 , 40, 328
11.25 , 40, 989
1 , 40, 227
-27 , 40, 40
8.75 , 41, 581
4.25 , 41, 1080
0.5 , 41, 1305
5 , 41, 1539
0.75 , 41, 34
7.5 , 41, 623
11.25 , 41, 72
9.75 , 41, 159
9.5 , 41, 1733
7.25 , 41, 41
10.25 , 42, 878
4.5 , 42, 1092
6.5 , 42, 1359
-28.75 , 42, 42
7.25 , 43, 1413
7.75 , 43, 1269
8.5 , 43, 1044
1.5 , 43, 1537
7.5 , 43, 800
0.5 , 43, 1653
2.25 , 43, 1929
-14.75 , 43, 43
2.5 , 44, 94
8 , 44, 410
5.75 , 44, 893
10.75 , 44, 878
-23 , 44, 44
2 , 45, 28
4.75 , 45, 1739
6.5 , 45, 1114
8 , 45, 1452
7.5 , 45, 1324
-21.25 , 45, 45
8 , 46, 1407
9.5 , 46, 1107
6 , 46, 347
10.75 , 46, 828
9.25 , 46, 318
11.75 , 46, 1505
8.5 , 46, 1621
3.5 , 46, 1097
2.25 , 46, 1947
5.5 , 46, 289
25 , 46, 46
3.5 , 47, 1048
3.5 , 47, 1904
2.75 , 47, 973
9 , 47, 1336
10.25 , 47, 75
12 , 47, 1098
-9 , 47, 47
4.5 , 48, 1496
7 , 48, 305
7.5 , 48, 784
2.75 , 48, 340
1 , 48, 1297
-27.25 , 48, 48
8.75 , 49, 132
10.75 , 49, 923
9 , 49, 426
7.25 , 49, 470
6.75 , 49, 286
-7.5 , 49, 49
11.75 , 50, 306
-38.25 , 50, 50
9.5 , 51, 250
7.5 , 51, 1159
-33 , 51, 51
7.75 , 52, 1053
0.25 , 52, 809
1 , 52, 293
7.5 , 52, 1710
3.75 , 52, 1751
-29.75 , 52, 52
7.5 , 53, 316
7 , 53, 1316
2.75 , 53, 1377
9.75 , 53, 1902
7 , 53, 1724
11.5 , 53, 1451
7.75 , 53, 217
7.25 , 53, 1562
2.25 , 53, 1320
12.75 , 53, 53
8.75 , 54, 1063
4 , 54, 1099
-37.25 , 54, 54
11 , 55, 1397
6 , 55, 1138
1 , 55, 1993
9.25 , 55, 783
2.75 , 55, 1890
11.5 , 55, 652
-8.5 , 55, 55
4 , 56, 1975
7.75 , 56, 922
0.25 , 56, 267
3 , 56, 345
1.5 , 56, 875
0.25 , 56, 1284
0.5 , 56, 1572
3 , 56, 2017
-29.75 , 56, 56
6.75 , 57, 1254
10.5 , 57, 1519
6.75 , 57, 279
6 , 57, 1089
6.25 , 57, 1789
5.75 , 57, 1396
9.5 , 57, 810
7.75 , 57, 2002
8.25 , 57, 1162
12 , 57, 1443
29.5 , 57, 57
3.75 , 58, 843
2.5 , 58, 523
7.25 , 58, 73
8 , 58, 445
6.5 , 58, 1017
-22 , 58, 58
3 , 59, 1244
5.5 , 59, 2002
9.75 , 59, 1047
-31.75 , 59, 59
12 , 60, 81
9.75 , 60, 2017
8.25 , 60, 1567
7.25 , 60, 882
12 , 60, 1848
11 , 60, 1454
5.5 , 60, 1168
15.75 , 60, 60
6.25 , 61, 1107
6.75 , 61, 1153
0.25 , 61, 427
7 , 61, 1439
-29.75 , 61, 61
1.5 , 62, 1960
5 , 62, 1991
2.5 , 62, 30
6.25 , 62, 1683
-34.75 , 62, 62
8.75 , 63, 1529
5.75 , 63, 326
2 , 63, 541
6 , 63, 494
0.25 , 63, 41
6.75 , 63, 104
3 , 63, 1881
11.25 , 63, 807
9 , 63, 1842
7.5 , 63, 641
10.25 , 63, 63
6.5 , 64, 641
3 , 64, 1456
9 , 64, 4
3.75 , 64, 1860
9.75 , 64, 749
4 , 64, 493
-14 , 64, 64
4.5 , 65, 1140
1 , 65, 1020
7 , 65, 339
5 , 65, 365
-32.5 , 65, 65
5 , 66, 1096
3.75 , 66, 986
6.75 , 66, 1196
6.75 , 66, 297
10 , 66, 39
2.25 , 66, 778
9.25 , 66, 1113
7.75 , 66, 1866
1.5 , 66, 66
3.25 , 67, 1585
8.5 , 67, 1755
5.5 , 67, 1898
7.5 , 67, 224
2 , 67, 1023
6 , 67, 55
1.75 , 67, 1032
11 , 67, 649
-4.5 , 67, 67
8 , 68, 292
-42 , 68, 68
3 , 69, 1416
6.25 , 69, 260
12.25 , 69, 1276
8.25 , 69, 206
1.5 , 69, 983
6.5 , 69, 1243
12.25 , 69, 238
8.5 , 69, 1619
0.25 , 69, 31
8.75 , 69, 69
5 , 70, 1882
2.75 , 70, 1683
10.5 , 70, 1395
2.75 , 70, 505
3.25 , 70, 1230
11.25 , 70, 1223
6.5 , 70, 1788
12 , 70, 1997
4 , 70, 70
9.25 , 71, 1624
1.25 , 71, 1362
3 , 71, 867
-36.5 , 71, 71
9.5 , 72, 1631
5.25 , 72, 1117
-35.25 , 72, 72
7.5 , 73, 1098
7.5 , 73, 752
1.25 , 73, 1697
12.25 , 73, 179
10.5 , 73, 107
0.25 , 73, 1807
10.75 , 73, 1927
0.5 , 73, 1517
9.25 , 73, 1406
6.75 , 73, 1256
16.5 , 73, 73
11.75 , 74, 757
5.75 , 74, 1899
10.25 , 74, 658
-22.25 , 74, 74
6.75 , 75, 1219
9.5 , 75, 663
11 , 75, 48
8.75 , 75, 669
2.5 , 75, 1074
0.25 , 75, 65
-11.25 , 75, 75
2.75 , 76, 65
-47.25 , 76, 76
6.25 , 77, 668
2.75 , 77, 1902
11.25 , 77, 1833
8 , 77, 831
10.5 , 77, 1709
2 , 77, 1129
6.75 , 77, 1029
0.75 , 77, 450
-1.75 , 77, 77
1.75 , 78, 85
0.5 , 78, 1794
8.5 , 78, 845
4.25 , 78, 418
3.25 , 78, 1069
7.25 , 78, 1281
6.25 , 78, 173
11.25 , 78, 362
1.75 , 78, 436
-5.25 , 78, 78
5 , 79, 159
6.75 , 79, 1514
9.75 , 79, 1478
11.5 , 79, 1713
5.25 , 79, 998
8 , 79, 381
0.25 , 79, 1925
10 , 79, 1956
6.25 , 79, 1967
12.75 , 79, 79
6.25 , 80, 599
-43.75 , 80, 80
5.25 , 81, 1215
5.5 , 81, 610
4.75 , 81, 1842
5.75 , 81, 558
4.75 , 81, 1347
6 , 81, 1969
-18 , 81, 81
3.25 , 82, 174
4.75 , 82, 522
1.75 , 82, 782
5.75 , 82, 260
6.25 , 82, 377
5.75 , 82, 1945
1.5 , 82, 128
12 , 82, 11
-9 , 82, 82
5.5 , 83, 676
3.75 , 83, 1918
12 , 83, 1881
3 , 83, 832
8 , 83, 1364
-17.75 , 83, 83
7.25 , 84, 1501
8.5 , 84, 1247
2.75 , 84, 79
6.75 , 84, 1626
10 , 84, 1317
6 , 84, 1131
-8.75 , 84, 84
1.5 , 85, 819
4.5 , 85, 1405
4.25 , 85, 1147
1.25 , 85, 1860
9.75 , 85, 1909
5.75 , 85, 1854
1 , 85, 317
3.25 , 85, 1835
6 , 85, 584
4 , 85, 98
-8.75 , 85, 85
9.75 , 86, 468
-40.25 , 86, 86
7.75 , 87, 688
10.5 , 87, 137
10.25 , 87, 1705
1.25 , 87, 2014
3 , 87, 301
2 , 87, 1425
5.25 , 87, 1757
-10 , 87, 87
1.75 , 88, 1397
0.5 , 88, 963
9 , 88, 1298
-38.75 , 88, 88
7.75 , 89, 1807
11.5 , 89, 1982
9.75 , 89, 1469
3.5 , 89, 570
3.5 , 89, 1174
1.5 , 89, 524
5.25 , 89, 651
-7.25 , 89, 89
3.5 , 90, 1325
0.25 , 90, 1458
6.75 , 90, 577
1.5 , 90, 2001
11 , 90, 850
-27 , 90, 90
10 , 91, 356
5.75 , 91, 267
-34.25 , 91, 91
2.25 , 92, 1586
0.5 , 92, 1981
-47.25 , 92, 92
5.5 , 93, 326
6.5 , 93, 815
7.75 , 93, 148
9 , 93, 1395
7 , 93, 290
11.25 , 93, 524
0.75 , 93, 1740
11.75 , 93, 1210
5.25 , 93, 1904
7.75 , 93, 645
22.5 , 93, 93
11.25 , 94, 1848
12 , 94, 1427
3.75 , 94, 745
5.5 , 94, 314
1.75 , 94, 945
-15.75 , 94, 94
10.75 , 95, 1795
-39.25 , 95, 95
10.5 , 96, 1858
7.5 , 96, 654
-32 , 96, 96
10 , 97, 977
3 , 97, 587
10.5 , 97, 798
4.75 , 97, 1318
4.5 , 97, 761
-17.25 , 97, 97
5.75 , 98, 1883
11.25 , 98, 76
7 , 98, 916
2.25 , 98, 727
8.25 , 98, 1240
1.75 , 98, 1941
-13.75 , 98, 98
2.75 , 99, 635
2 , 99, 655
10 , 99, 1878
-35.25 , 99, 99
10.25 , 100, 1351
8 , 100, 1842
8.75 , 100, 804
5.75 , 100, 1670
9.75 , 100, 452
8.75 , 100, 1091
7.5 , 100, 1425
9.25 , 100, 584
2 , 100, 266
4.75 , 100, 35
24.75 , 100, 100
5.5 , 101, 1761
5.75 , 101, 265
-38.75 , 101, 101
10.75 , 102, 890
-39.25 , 102, 102
0.5 , 103, 1604
11.5 , 103, 118
1.5 , 103, 366
-36.5 , 103, 103
7.75 , 104, 1501
12 , 104, 370
3.25 , 104, 1814
10 , 104, 347
1 , 104, 534
-16 , 104, 104
1.75 , 105, 679
4.25 , 105, 1948
2.5 , 105, 1981
4.75 , 105, 1851
-36.75 , 105, 105
1.75 , 106, 648
8 , 106, 1560
9.5 , 106, 1936
4.75 , 106, 65
6.75 , 106, 285
1.75 , 106, 1794
8.75 , 106, 67
1.5 , 106, 1340
3.75 , 106, 965
-3.5 , 106, 106
4 , 107, 777
11.25 , 107, 576
0.75 , 107, 1173
12 , 107, 1490
4.5 , 107, 415
0.75 , 107, 593
-16.75 , 107, 107
7.25 , 108, 425
6 , 108, 1735
5 , 108, 1327
8.5 , 108, 1149
7.25 , 108, 1384
10 , 108, 434
-6 , 108, 108
7 , 109, 1274
0.5 , 109, 283
6.25 , 109, 1269
8.25 , 109, 921
5.5 , 109, 707
-22.5 , 109, 109
3.5 , 110, 515
6.25 , 110, 129
12 , 110, 947
1.25 , 110, 73
9 , 110, 4
6.5 , 110, 1721
11.5 , 110, 1750
12 , 110, 618
7.75 , 110, 1746
19.75 , 110, 110
5.5 , 111, 1271
6.5 , 111, 412
11.25 , 111, 1790
3.75 , 111, 1189
10.25 , 111, 1438
10 , 111, 1452
-2.75 , 111, 111
0.5 , 112, 121
12 , 112, 2018
7.75 , 112, 983
9.5 , 112, 1173
9.25 , 112, 95
4.75 , 112, 1025
6.75 , 112, 1932
0.25 , 112, 1821
0.75 , 112, 112
2.5 , 113, 160
12.25 , 113, 1173
5.75 , 113, 1170
9.25 , 113, 53
10 , 113, 1680
3.25 , 113, 1411
11.75 , 113, 552
4.75 , 113, 113
3.5 , 114, 1294
2.25 , 114, 426
10 , 114, 1019
10.75 , 114, 938
4 , 114, 1629
5.75 , 114, 898
9 , 114, 249
12 , 114, 526
7.25 , 114, 114
5 , 115, 635
5.5 , 115, 573
11.75 , 115, 1077
5.75 , 115, 1890
4.5 , 115, 56
-17.5 , 115, 115
8.5 , 116, 26
6.5 , 116, 310
0.25 , 116, 257
5.25 , 116, 1822
-29.5 , 116, 116
12.25 , 117, 1023
6.75 , 117, 1392
7.75 , 117, 197
3.25 , 117, 416
-20 , 117, 117
4.75 , 118, 1749
10.5 , 118, 1235
3.75 , 118, 337
6.75 , 118, 547
-24.25 , 118, 118
1.25 , 119, 799
0.5 , 119, 824
12 , 119, 216
1 , 119, 1664
11.5 , 119, 876
2.5 , 119, 1009
1.25 , 119, 1209
8.5 , 119, 472
4.25 , 119, 334
1.25 , 119, 1398
-6 , 119, 119
6.5 , 120, 588
5 , 120, 928
-38.5 , 120, 120
7 , 121, 1887
3.75 , 121, 1793
8.75 , 121, 1906
-30.5 , 121, 121
4.75 , 122, 1348
6.25 , 122, 1584
3 , 122, 1635
1 , 122, 1167
6.75 , 122, 544
7.5 , 122, 1313
4.5 , 122, 1137
4.75 , 122, 139
7.25 , 122, 1606
-4.25 , 122, 122
3 , 123, 1499
1.75 , 123, 831
11.25 , 123, 719
9.75 , 123, 1156
1.25 , 123, 1144
10 , 123, 1159
-13 , 123, 123
2 , 124, 952
2.75 , 124, 928
10.5 , 124, 1589
7 , 124, 934
6.75 , 124, 1222
8 , 124, 1162
-13 , 124, 124
2.25 , 125, 1785
8.75 , 125, 1884
4.75 , 125, 786
4.5 , 125, 947
12.25 , 125, 105
11 , 125, 319
11.75 , 125, 23
5.5 , 125, 1831
5.5 , 125, 1905
1.75 , 125, 1513
18 , 125, 125
11.5 , 126, 291
6.75 , 126, 198
-31.75 , 126, 126
10 , 127, 358
10.25 , 127, 1334
9.75 , 127, 1026
3 , 127, 265
9.25 , 127, 316
4.5 , 127, 323
10 , 127, 1729
8 , 127, 1290
14.75 , 127, 127
3.5 , 128, 876
1.75 , 128, 11
3.25 , 128, 1581
8.5 , 128, 1382
3.75 , 128, 686
0.75 , 128, 1713
2.5 , 128, 335
10 , 128, 1813
5.25 , 128, 1704
5.25 , 128, 1723
-5.5 , 128, 128
7 , 129, 1650
0.5 , 129, 1189
1 , 129, 428
7.75 , 129, 1543
2 , 129, 347
-31.75 , 129, 129
3.75 , 130, 285
6.25 , 130, 1447
3.25 , 130, 1981
2 , 130, 807
12 , 130, 169
3.25 , 130, 533
4.25 , 130, 1948
0.5 , 130, 373
9 , 130, 531
5.75 , 130, 1628
-1 , 130, 130
7.25 , 131, 1992
10 , 131, 332
11 , 131, 321
4.75 , 131, 824
-17 , 131, 131
2.75 , 132, 929
3.25 , 132, 122
3.25 , 132, 891
5.25 , 132, 1688
8.25 , 132, 222
0.75 , 132, 944
9.25 , 132, 372
4.5 , 132, 571
4.5 , 132, 1258
12.25 , 132, 465
4 , 132, 132
1.25 , 133, 1919
9.25 , 133, 1289
2.5 , 133, 1195
7.75 , 133, 955
5 , 133, 1873
-24.25 , 133, 133
4.25 , 134, 1842
9 , 134, 411
4.5 , 134, 1966
1.5 , 134, 1759
9.75 , 134, 771
11.75 , 134, 664
11.75 , 134, 652
3.5 , 134, 1370
1.5 , 134, 714
7.5 , 134, 134
6.75 , 135, 1655
-43.25 , 135, 135
7.75 , 136, 1139
10.5 , 136, 187
2.25 , 136, 1612
11.75 , 136, 1908
12 , 136, 1777
-5.75 , 136, 136
3.75 , 137, 1180
11.75 , 137, 935
2.25 , 137, 1937
7.75 , 137, 527
3.25 , 137, 1910
8.5 , 137, 91
9.75 , 137, 264
1.25 , 137, 1618
-1.75 , 137, 137
5.25 , 138, 214
1 , 138, 2021
3 , 138, 1550
7.25 , 138, 1629
9.5 , 138, 813
-24 , 138, 138
5.25 , 139, 320
7.75 , 139, 553
4.25 , 139, 1090
6.75 , 139, 1667
4 , 139, 2014
4.75 , 139, 1299
4 , 139, 1602
4 , 139, 260
-9.25 , 139, 139
7.5 , 140, 1818
1 , 140, 739
7 , 140, 533
11.5 , 140, 1132
2.5 , 140, 162
1 , 140, 728
3.75 , 140, 1197
-15.75 , 140, 140
1.75 , 141, 2009
11.5 , 141, 1807
8.75 , 141, 1897
12 , 141, 1585
3 , 141, 1434
12 , 141, 5
5 , 141, 1196
9.75 , 141, 1793
7.75 , 141, 386
8 , 141, 1108
29.5 , 141, 141
1.75 , 142, 1198
1 , 142, 1769
12 , 142, 316
10.75 , 142, 1140
9.25 , 142, 77
11 , 142, 351
1.75 , 142, 372
-2.5 , 142, 142
5.5 , 143, 1592
0.25 , 143, 218
11.5 , 143, 405
-32.75 , 143, 143
7.25 , 144, 831
7 , 144, 670
5.5 , 144, 1106
11.75 , 144, 1049
4.25 , 144, 419
3.5 , 144, 1534
-10.75 , 144, 144
8 , 145, 1175
10 , 145, 88
9.75 , 145, 649
0.5 , 145, 767
10.75 , 145, 1711
8.75 , 145, 1724
-2.25 , 145, 145
10.25 , 146, 416
0.25 , 146, 1984
-39.5 , 146, 146
1.25 , 147, 705
11 , 147, 864
2 , 147, 1230
8.75 , 147, 384
1 , 147, 1333
7.25 , 147, 240
-18.75 , 147, 147
3.5 , 148, 716
-46.5 , 148, 148
9.75 , 149, 98
0.25 , 149, 1429
-40 , 149, 149
6 , 150, 87
4.25 , 150, 371
2.75 , 150, 422
3.25 , 150, 475
4 , 150, 781
5.75 , 150, 786
3.5 , 150, 750
11.75 , 150, 85
0.75 , 150, 1954
3.75 , 150, 982
-4.25 , 150, 150
2.25 , 151, 688
-47.75 , 151, 151
11.5 , 152, 154
9.25 , 152, 764
5 , 152, 1456
4.25 , 152, 1398
9.5 , 152, 1919
-10.5 , 152, 152
10.75 , 153, 399
7.5 , 153, 1591
11 , 153, 189
5.25 , 153, 529
2.25 , 153, 1603
12.25 , 153, 350
6.25 , 153, 1806
9.5 , 153, 1233
10.25 , 153, 922
0.5 , 153, 146
25.5 , 153, 153
6 , 154, 316
4.5 , 154, 1035
10.75 , 154, 811
5 , 154, 1010
7.25 , 154, 707
4.75 , 154, 710
10.5 , 154, 1419
5.25 , 154, 1626
6.25 , 154, 687
1 , 154, 1588
11.25 , 154, 154
4.75 , 155, 2021
11.75 , 155, 1804
5.5 , 155, 164
11 , 155, 1939
9.75 , 155, 21
9.5 , 155, 1962
11.75 , 155, 531
7.75 , 155, 925
11.5 , 155, 1677
9.75 , 155, 1320
43 , 155, 155
1 , 156, 141
1.75 , 156, 1951
5.25 , 156, 1894
6.25 , 156, 385
12.25 , 156, 1758
10.5 , 156, 552
-13 , 156, 156
0.75 , 157, 761
6.5 , 157, 451
10.5 , 157, 47
6.25 , 157, 1184
1.75 , 157, 13
5.75 , 157, 154
9.75 , 157, 1280
10 , 157, 363
3.25 , 157, 1451
4.5 , 157, 157
2.75 , 158, 299
10.75 , 158, 2012
4.25 , 158, 1932
8.25 , 158, 1110
12 , 158, 115
10.75 , 158, 1196
4.25 , 158, 1106
11 , 158, 696
3.25 , 158, 602
17.25 , 158, 158
5.25 , 159, 415
3.25 , 159, 678
-41.5 , 159, 159
4.5 , 160, 248
11.5 , 160, 20
7.75 , 160, 1531
4.75 , 160, 790
1.75 , 160, 1588
0.5 , 160, 204
9.25 , 160, 148
8.5 , 160, 1928
-1.5 , 160, 160
12 , 161, 679
6.75 , 161, 953
11.75 , 161, 728
5.5 , 161, 1230
10.75 , 161, 469
9.25 , 161, 1554
0.75 , 161, 479
6.75 , 161, 161
1.75 , 162, 457
6.75 , 162, 953
10.25 , 162, 961
5.25 , 162, 925
-26 , 162, 162
4 , 163, 1999
7 , 163, 347
5.5 , 163, 1841
2.25 , 163, 368
-31.25 , 163, 163
2.25 , 164, 762
4.5 , 164, 239
9.75 , 164, 343
4 , 164, 1955
11.5 , 164, 905
7.5 , 164, 0
8.75 , 164, 756
6 , 164, 1346
8.5 , 164, 132
12.75 , 164, 164
6 , 165, 1151
12.25 , 165, 931
9.5 , 165, 186
9.75 , 165, 1397
1.25 , 165, 624
10.25 , 165, 267
-1 , 165, 165
10.75 , 166, 33
-39.25 , 166, 166
3.25 , 167, 728
0.25 , 167, 770
-46.5 , 167, 167
1.5 , 168, 1060
4.25 , 168, 1261
5 , 168, 482
0.75 , 168, 675
2.75 , 168, 1954
6.75 , 168, 889
1.75 , 168, 1746
8.5 , 168, 1231
4.25 , 168, 252
-14.5 , 168, 168
10.75 , 169, 438
10.75 , 169, 1297
11.25 , 169, 1003
9 , 169, 149
5.5 , 169, 512
4.25 , 169, 1108
5 , 169, 425
1 , 169, 1791
0.25 , 169, 177
7.75 , 169, 169
2.5 , 170, 1559
1.5 , 170, 307
1.75 , 170, 1511
7.25 , 170, 640
11.5 , 170, 985
9.75 , 170, 1059
11.25 , 170, 1417
11.25 , 170, 240
6.75 , 170, 170
12.25 , 171, 207
1 , 171, 932
12 , 171, 1305
10.25 , 171, 1970
2.75 , 171, 296
1.75 , 171, 516
5.75 , 171, 771
7 , 171, 445
11.25 , 171, 1744
14 , 171, 171
6.5 , 172, 433
-43.5 , 172, 172
10 , 173, 1113
9.25 , 173, 103
3.75 , 173, 1339
0.25 , 173, 680
1.25 , 173, 1345
4.5 , 173, 196
5.5 , 173, 1300
2.5 , 173, 573
6.25 , 173, 613
-6.75 , 173, 173
12 , 174, 1825
1.25 , 174, 1248
7.5 , 174, 1209
2.25 , 174, 1128
1.75 , 174, 87
5 , 174, 721
-20.25 , 174, 174
4 , 175, 1860
11.5 , 175, 595
2.75 , 175, 1775
5.5 , 175, 1364
0.25 , 175, 1714
3.75 , 175, 1667
10.75 , 175, 1413
-11.5 , 175, 175
3.5 , 176, 1020
4.5 , 176, 836
12 , 176, 868
4.5 , 176, 285
6.75 , 176, 495
4.5 , 176, 1185
4.75 , 176, 1802
8.25 , 176, 375
4.25 , 176, 1797
3 , 176, 176
8.75 , 177, 1634
8.5 , 177, 1726
9.25 , 177, 414
4.5 , 177, 1635
4.5 , 177, 684
-14.5 , 177, 177
1.75 , 178, 1210
3.75 , 178, 468
9 , 178, 696
7.5 , 178, 1698
2.5 , 178, 1356
11.5 , 178, 1300
12.25 , 178, 1696
9.5 , 178, 1976
3.75 , 178, 210
11.5 , 178, 178
10 , 179, 169
8 , 179, 944
12.25 , 179, 1317
9.75 , 179, 1779
0.25 , 179, 433
-9.75 , 179, 179
9.75 , 180, 1876
4.5 , 180, 1306
8.25 , 180, 1253
-27.5 , 180, 180
9.75 , 181, 1728
6 , 181, 660
6.75 , 181, 237
10.25 , 181, 985
8 , 181, 3
1.75 , 181, 1840
7 , 181, 1391
6 , 181, 264
6.25 , 181, 54
11.75 , 181, 181
12.25 , 182, 1625
5.25 , 182, 1572
3.5 , 182, 75
11 , 182, 1874
6.25 , 182, 390
9.25 , 182, 329
3.5 , 182, 248
3.75 , 182, 1595
11.5 , 182, 1040
8.5 , 182, 1924
24.75 , 182, 182
0.25 , 183, 1089
11.75 , 183, 969
2.25 , 183, 565
3 , 183, 1187
11.5 , 183, 1429
10.25 , 183, 1539
2 , 183, 1463
5.5 , 183, 1763
5.25 , 183, 1184
5 , 183, 881
6.75 , 183, 183
0.5 , 184, 572
11 , 184, 1292
10.75 , 184, 297
1.5 , 184, 1841
2.25 , 184, 170
10.25 , 184, 416
11.25 , 184, 1801
3.5 , 184, 382
7.75 , 184, 1354
9 , 184, 1419
17.75 , 184, 184
